id,member_id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status_joint,loan_status,pymnt_plan,dti,open_acc,total_acc,initial_list_status,out_prncp,total_pymnt,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,last_pymnt_amnt,application_type,annual_inc_joint,dti_joint,inter_rate
1057319,1288883,18000,18000,1,9.91,580.05,2,6,5,2,40000,2,6,1,11.85,13,29,1,0,20830.93026,18000,2830.93,0,0,2870.7,1,0,0,9
1052234,1283787,3000,3000,1,17.58,107.83,4,19,3,2,56604,2,6,1,6.78,5,9,1,0,3879.845928,3000,879.85,0,0,112.3,1,0,0,17
1041468,1271495,6000,6000,1,7.9,187.75,1,4,1,6,23040,2,1,1,12.66,6,11,1,0,3202.59,2490.27,510.69,0,201.63,187.75,1,0,0,7
1057515,1289079,20000,20000,2,16.77,494.59,4,17,1,6,90000,3,6,1,16.77,13,24,1,0,29179.12,20000,9179.12,0,0,5933.39,1,0,0,16
1057522,1289087,35000,22600,2,19.03,586.63,5,22,10,2,99224.88,3,6,1,12.07,8,25,1,0,32710.99253,22600,10110.99,0,0,1332.74,1,0,0,19
1057428,1288986,10000,10000,1,9.91,322.25,2,6,2,6,52000,2,6,1,13.38,6,12,1,0,11598.98745,10000,1598.99,0,0,331.68,1,0,0,9
1057318,1288882,12000,9650,2,9.91,204.61,2,6,0,6,35000,1,2,1,17.45,5,12,1,2334.14,9846.78,7315.85,2501.06,29.8668255,0,204.61,1,0,0,9
1057451,1289010,5875,5875,1,7.9,183.84,1,4,4,5,17640,3,6,1,14.63,5,5,1,0,6617.001736,5875,742,0,0,188.58,1,0,0,7
1048164,1278876,10000,10000,1,13.49,339.31,3,11,4,6,86000,1,6,1,10.1,5,12,1,0,12210.28968,10000,2210.29,0,0,354.72,1,0,0,13
1057482,1289043,28000,28000,1,11.71,926.13,2,8,5,2,118075,2,6,1,15.01,11,26,1,0,33337.40992,28000,5337.41,0,0,938.46,1,0,0,11
1057501,1289049,11200,11200,1,11.71,370.46,2,8,5,6,48000,1,6,1,8.68,19,30,1,0,12812.31,11200,1612.31,0,0,6160.82,1,0,0,11
1057458,1289018,10000,10000,1,14.27,343.09,3,12,3,6,65000,1,6,1,6.85,9,13,1,0,11977.8,10000,1977.8,0,0,2851.37,1,0,0,14
1057445,1289004,20000,20000,2,14.27,468.17,3,12,5,6,40000,3,6,1,20.61,8,12,1,0,27732.63,20000,7732.63,0,0,5728.64,1,0,0,14
1057211,1288770,9450,9450,1,14.27,324.22,3,12,7,6,28800,1,6,1,18.96,8,9,1,0,11667.15601,9450,2217.16,0,0,339.22,1,0,0,14
1057055,1288609,19000,19000,2,16.77,469.86,4,17,3,5,38000,2,1,1,18.09,15,29,1,0,18534.22,8164.21,6851.03,0,3518.98,469.86,1,0,0,16
1057199,1288758,18825,18825,2,18.64,484.61,5,21,10,2,85000,3,6,1,14.77,18,44,1,0,25893.27992,18825,7068.28,0,0,12346.7,1,0,0,18
1057375,1288931,20400,20400,2,17.58,513.38,4,19,1,6,52000,3,6,1,17.86,15,28,1,0,30057.58315,20400,9657.58,0,0,7488.88,1,0,0,17
1057238,1288797,21650,21650,1,12.69,726.25,2,10,6,2,62361,3,6,1,21.28,8,38,1,0,26125.37397,21650,4475.37,0,0,757.61,1,0,0,12
1057204,1288763,24000,15825,2,21.67,434.11,6,28,1,2,122400,3,1,1,9.98,10,16,1,0,9392.16,3525.72,5132.88,0,733.56,434.11,1,0,0,21
1057171,1288730,24500,24500,2,17.27,612.46,4,18,10,6,52000,3,2,1,13.85,9,19,1,6719.5,29369.74,17780.49,11589.25,0,0,612.46,1,0,0,17
1057013,1288567,9000,9000,1,10.65,293.16,2,7,10,6,45000,3,6,1,23.39,17,37,1,0,10551.11254,9000,1551.11,0,0,304.55,1,0,0,10
1057397,1288954,15000,15000,2,11.71,331.48,2,8,3,2,75000,1,6,1,14.05,11,23,1,0,17873.38,15000,2873.38,0,0,10591.93,1,0,0,11
1056945,1288501,20000,20000,2,18.64,514.86,5,21,10,6,50000,3,2,1,13.37,7,19,1,5606.7,24693.26,14393.3,10299.96,0,0,514.86,1,0,0,18
1056969,1288521,7100,7100,2,19.42,185.83,5,23,3,6,36000,3,2,1,23.13,16,25,1,2021.84,8897.59,5078.16,3819.43,0,0,185.83,1,0,0,19
1056923,1288478,6000,6000,1,10.65,195.44,2,7,2,6,40000,1,6,1,20.73,14,23,1,0,6432.45,6000,432.45,0,0,4872.57,1,0,0,10
1057140,1288696,5600,5600,1,7.9,175.23,1,4,1,6,25000,1,6,1,10.9,8,8,1,0,6322.73293,5600,707.73,15,0,18.38,1,0,0,7
1055794,1287366,7000,7000,1,10.65,228.02,2,7,10,6,85000,2,6,1,5.22,8,22,1,0,8206.237225,7000,1206.24,0,0,237.24,1,0,0,10
1057083,1288637,20300,20300,2,14.27,475.2,3,12,1,6,80000,3,1,1,27.76,14,30,1,0,20421.38,13018.34,7403.04,0,0,475.2,1,0,0,14
1056866,1288420,6000,6000,1,10.65,195.44,2,7,1,6,55000,1,6,1,7.99,10,12,1,0,6253.72,6000,253.72,0,0,5474.58,1,0,0,10
1057071,1288625,30000,30000,2,14.27,702.26,3,12,10,6,62000,3,2,1,21.25,9,27,1,7817.02,33696,22182.97,11513.03,0,0,702.26,1,0,0,14
1056925,1288480,12000,12000,1,7.9,375.49,1,4,5,6,110000,1,6,1,4.85,10,20,1,0,13515.6265,12000,1515.63,0,0,385.7,1,0,0,7
1057099,1288654,13650,13650,1,10.65,444.63,2,7,5,6,44000,2,6,1,24.57,5,16,1,0,16002.68373,13650,2352.68,0,0,460.91,1,0,0,10
1056297,1287883,24000,18500,2,12.69,418.01,2,10,9,2,76000,3,6,1,21.65,14,31,1,0,24248.96123,18500,5748.96,0,0,7986.35,1,0,0,12
1056889,1288442,6200,6200,2,18.64,159.61,5,21,9,2,51000,2,6,1,10.61,9,12,1,0,8199.59,6200,1999.59,0,0,4543.9,1,0,0,18
1057113,1288668,25000,25000,2,14.65,590.17,3,13,4,2,106000,3,6,1,7.15,9,44,1,0,28940.15,25000,3940.15,0,0,21270.17,1,0,0,14
1056786,1288340,12000,12000,1,13.49,407.17,3,11,4,6,42000,2,6,1,12.66,11,18,1,0,12134.86,12000,134.86,0,0,12136.23,1,0,0,13
1057110,1288665,2300,2300,1,7.51,71.56,1,3,1,2,78000,2,1,1,10.23,18,44,1,0,983.05,748.15,145.84,0,89.06,71.56,1,0,0,7
1057080,1288634,8875,8875,1,10.65,289.09,2,7,1,6,19240,3,6,1,18.21,6,7,1,0,10409.1525,8875,1534.15,0,0,307.27,1,0,0,10
1057031,1288585,18800,18800,2,21.28,511.57,6,27,7,6,75000,2,1,1,11.73,7,9,1,0,5085.23,1516.88,2574.96,0,993.39,511.57,1,0,0,21
1050520,1281977,12000,12000,2,11.71,265.18,2,8,4,6,75000,1,2,1,12.08,7,27,1,3000.72,12710.18,8999.28,3710.9,0,0,265.18,1,0,0,11
1056845,1288399,9000,9000,1,7.9,281.62,1,4,2,6,52800,1,6,1,7.93,9,16,1,0,10018.67,9000,1018.67,0,0,3266.64,1,0,0,7
1057065,1288619,7600,7600,1,8.9,241.33,1,5,9,5,75000,2,6,1,16.26,8,29,1,0,8529.39,7600,929.39,0,0,3230.35,1,0,0,8
1057026,1288580,16000,13950,2,11.71,308.27,2,8,1,6,40000,3,6,1,19.68,15,24,1,0,17227.00345,13950,3277,0,0,8300.69,1,0,0,11
1056070,1287644,12000,12000,2,18.25,306.36,4,20,3,6,24000,2,6,1,11.8,7,13,1,0,17541.91608,12000,5541.92,0,0,5632.62,1,0,0,18
1056857,1288411,22500,22500,2,20.89,607.31,6,26,3,6,45000,3,6,1,7.65,9,18,1,0,28913.29,22500,6413.29,0,0,18601.97,1,0,0,20
1056856,1288410,20000,20000,2,18.25,510.6,4,20,9,6,105000,3,6,1,12.74,8,18,1,0,23684.56,20000,3684.56,0,0,17577.92,1,0,0,18
1057054,1288608,6000,6000,1,13.49,203.59,3,11,2,2,60000,2,6,1,9.82,7,20,1,0,6494.82,6000,494.82,0,0,5074.48,1,0,0,13
1056817,1288371,7200,7200,1,9.91,232.02,2,6,4,5,53000,1,6,1,16.14,7,17,1,0,8189.622649,7200,989.62,0,0,42.94,1,0,0,9
1057024,1288578,8000,8000,1,10.65,260.59,2,7,1,6,46330,2,6,1,6.53,7,18,1,0,9344.668982,8000,1344.67,0,0,1539.97,1,0,0,10
1056799,1288353,24575,24575,2,19.03,637.9,5,22,10,2,59000,3,1,1,19.75,9,25,1,0,25480.07,11473.69,10808.2,0,3198.18,637.9,1,0,0,19
1056133,1287708,18000,18000,2,14.65,424.92,3,13,7,2,36000,3,2,1,18.63,8,19,1,4717.24,20394.6,13282.76,7111.84,0,0,424.92,1,0,0,14
1056835,1288389,19000,19000,1,7.51,591.11,1,3,10,2,95000,2,6,1,5.28,9,27,1,0,20848.47,19000,1848.47,0,0,9054.67,1,0,0,7
1056055,1287628,14400,14400,1,15.27,501.09,3,14,10,6,58977,2,6,1,12.88,17,22,1,0,18033.16295,14400,3633.16,0,0,518.41,1,0,0,15
1055476,1287029,8400,8400,1,12.69,281.78,2,10,1,6,75000,2,6,1,3.81,8,11,1,0,10139.2098,8400,1739.21,0,0,298.75,1,0,0,12
1055593,1287154,7500,7500,1,12.69,251.59,2,10,2,6,27000,2,6,1,13.82,10,15,1,0,9055.390651,7500,1555.39,0,0,257.54,1,0,0,12
1056585,1288179,30000,30000,2,20.89,809.75,6,26,4,2,72000,3,6,1,17.6,13,32,1,0,38966.85,30000,8966.85,0,0,24408.49,1,0,0,20
1056773,1288325,12375,12375,2,15.96,300.68,3,15,2,6,37000,1,2,1,23.74,7,12,1,3325.56,14411.32,9049.44,5361.88,0,0,300.68,1,0,0,15
1056374,1287949,10000,10000,1,7.51,311.11,1,3,2,2,69077,1,6,1,17.37,11,22,1,0,11197.46049,10000,1197.46,0,0,326.55,1,0,0,7
1055929,1287504,22000,22000,2,17.27,549.96,4,18,2,6,54329,3,6,1,7.91,11,29,1,0,30871.76906,22000,8871.77,0,0,12190.99,1,0,0,17
1056772,1288324,12000,12000,1,12.69,402.54,2,10,10,6,200000,2,6,1,6.61,7,21,1,0,13496.99,12000,1496.99,0,0,8277.69,1,0,0,12
1055229,1286785,5000,5000,1,12.69,167.73,2,10,1,2,110000,2,6,1,20.02,13,44,1,0,5343.62,5000,343.62,0,0,4340.28,1,0,0,12
1056601,1288196,21000,21000,1,16.29,741.31,4,16,2,6,63500,2,6,1,19.79,16,29,1,0,26413.61181,21000,5413.61,0,0,5667.33,1,0,0,16
1011430,1238298,24000,24000,1,8.9,762.08,1,5,2,2,70000,2,6,1,1.77,4,19,1,0,27131,24000,3131,0,0,8093.82,1,0,0,8
1056115,1287689,6000,6000,1,13.49,203.59,3,11,1,6,30000,2,6,1,10.8,6,20,1,0,6924.23,6000,924.23,0,0,3676.89,1,0,0,13
1056345,1288135,4800,4800,1,6.03,146.1,1,1,2,6,54996,1,6,1,5.89,10,20,1,0,5274.08811,4800,459.09,15,0,16.89,1,0,0,6
1054308,1286151,5000,5000,1,20.89,188.1,6,26,5,6,21000,3,1,1,7.14,2,4,1,0,5802.34,3936.53,1705.17,0,160.64,188.1,1,0,0,20
1056351,1288141,5850,5850,1,14.65,201.8,3,13,1,6,38000,3,6,1,23.59,10,36,1,0,6951.6,5850,1101.6,0,0,3121.68,1,0,0,14
1056320,1287908,17000,17000,2,18.64,437.63,5,21,10,2,72000,1,2,1,14.65,12,23,1,4764.7,20991.42,12235.3,8756.12,0,0,437.63,1,0,0,18
1056090,1287665,21000,21000,2,11.71,464.07,2,8,2,6,75000,3,6,1,8.88,6,21,1,0,25563.75471,21000,4563.75,0,0,10161.21,1,0,0,11
1056273,1287858,17475,16175,2,17.27,404.35,4,18,10,6,56000,3,1,1,24.84,11,27,1,0,12457.55,5459.21,5477.76,0,1520.58,448.83,1,0,0,17
1053961,1285785,4750,4750,1,8.9,150.83,1,5,2,5,48000,3,6,1,10.07,4,7,1,0,5428.515614,4750,678.52,0,0,157.53,1,0,0,8
1056155,1287930,12000,12000,2,20.89,323.9,6,26,3,2,100000,1,6,1,13.76,25,52,1,0,16247.26,12000,4247.26,0,0,7509.32,1,0,0,20
1056147,1287922,5275,5275,1,7.51,164.11,1,3,5,5,50000,1,6,1,6.79,13,37,1,0,5371.67,5275,96.67,0,0,5043.88,1,0,0,7
1056107,1287655,9175,9175,1,12.69,307.78,2,10,1,6,28500,2,6,1,19.03,6,10,1,0,11075.03355,9175,1900.03,0,0,324.83,1,0,0,12
1056157,1281001,9600,9600,1,16.77,341.17,4,17,5,6,37000,2,6,1,19.62,7,8,1,0,12275.48691,9600,2675.49,0,0,358.46,1,0,0,16
1056298,1287885,34475,34475,2,14.27,807.01,3,12,8,6,60000,3,1,1,20.02,13,36,1,0,21233.89,9008.49,8735.22,0,3490.18,200.52,1,0,0,14
1056299,1287887,22500,22500,1,14.27,771.96,3,12,7,6,70000,3,6,1,12.07,8,20,1,0,26174.98,22500,3674.98,0,0,13856.75,1,0,0,14
1056248,1287830,12000,12000,2,22.06,331.84,6,29,1,6,80000,3,6,1,8.54,5,5,1,0,12440.3,12000,440.3,0,0,12110.5,1,0,0,22
926180,1146931,12000,12000,1,6.03,365.23,1,1,0,5,40000,2,6,1,18.75,10,25,1,0,13147.69037,12000,1147.69,0,0,5.53,1,0,0,6
1056261,1287844,10050,10050,2,17.27,251.23,4,18,10,2,74143.68,2,1,1,17.54,10,16,1,0,6445.26,2508.29,2840.52,0,1096.45,53.52,1,0,0,17
1056098,1287673,21000,21000,2,19.91,555.33,5,24,2,6,94500,3,2,1,8.09,13,28,1,5923.84,26756.72,15076.16,11680.56,0,0,594.08,1,0,0,19
1056081,1287654,15000,15000,1,17.27,536.81,4,18,0,5,57000,2,6,1,12.08,13,13,1,0,19317.72151,15000,4317.72,0,0,555.12,1,0,0,17
1056062,1287635,19400,19400,1,12.69,650.77,2,10,1,6,50000,2,6,1,17.66,10,25,1,0,21071.34,19400,1671.34,0,0,15871.81,1,0,0,12
1056239,1287822,10000,10000,1,15.27,347.98,3,14,1,6,42000,2,1,1,16.37,11,36,1,0,2384.66,1363.97,718.93,0,301.76,347.98,1,0,0,15
1056093,1287668,10000,10000,1,15.27,347.98,3,14,1,5,53000,1,6,1,13.77,12,35,1,0,10931.1,10000,931.1,0,0,455.73,1,0,0,15
1056080,1287653,4800,4800,1,10.65,156.36,2,7,6,6,22000,2,6,1,8.07,10,15,1,0,5539.9,4800,739.9,0,0,1791.2,1,0,0,10
1056234,1287815,35000,23350,2,11.71,516,2,8,3,2,90000,2,1,1,8.07,6,19,1,0,4831.72,2075.61,1533.94,0,1222.17,516,1,0,0,11
1053252,1284826,18200,18200,1,11.71,601.99,2,8,10,6,42000,2,1,1,20.37,10,41,1,0,8427.23,6324.99,2091.67,0,10.57,601.99,1,0,0,11
1056186,1287764,6400,6400,1,12.69,214.69,2,10,3,6,35000,1,6,1,14.33,15,18,1,0,7727.414831,6400,1327.41,0,0,219.24,1,0,0,12
1056039,1287613,13000,13000,2,16.77,321.48,4,17,10,2,54000,3,2,1,16,11,19,1,3557.82,15375.4,9442.19,5933.21,0,0,321.48,1,0,0,16
1055960,1287736,2500,2500,1,15.27,87,3,14,6,6,40000,1,6,1,15.27,8,11,1,0,2531.91,2500,31.91,0,0,2532.24,1,0,0,15
1048116,1279261,6300,6300,1,9.91,203.02,2,6,10,6,49000,2,6,1,12.61,10,25,1,0,7139.66,6300,839.66,0,0,2879.74,1,0,0,9
1056204,1277130,4400,4400,1,11.71,145.54,2,8,5,6,38000,2,6,1,7.86,7,9,1,0,5183.466117,4400,783.47,0,0,115.37,1,0,0,11
1056163,1287739,6000,6000,1,12.69,201.27,2,10,8,2,118000,1,6,1,11.5,6,13,1,0,6465.24,6000,465.24,0,0,5060.48,1,0,0,12
1050689,1282336,20500,12625,2,20.89,340.77,6,26,9,2,54000,3,2,1,18.02,5,14,1,3668.55,16341.36,8956.45,7384.91,0,0,340.77,1,0,0,20
1056173,1287749,8800,8800,2,20.3,234.62,5,25,10,6,135000,3,2,1,8.77,15,24,1,2543.62,11228.74,6256.38,4972.36,0,0,234.62,1,0,0,20
1055949,1287725,17000,17000,2,13.49,391.08,3,11,9,6,53000,1,1,1,21.03,7,12,1,0,5077.41,2778.78,2298.63,0,0,391.08,1,0,0,13
1051959,1283479,18000,18000,1,7.9,563.23,1,4,10,2,60000,3,6,1,21.22,12,28,1,0,20275.14791,18000,2275.15,0,0,568.6,1,0,0,7
1056000,1287570,20000,20000,2,19.42,523.45,5,23,3,2,116500,2,2,1,8.84,20,35,1,5610.86,25198.16,14389.15,10782.88,26.13150368,0,528.6,1,0,0,19
1055912,1287488,10000,10000,1,12.69,335.45,2,10,4,2,44000,3,6,1,14.56,8,10,1,0,12071.68131,10000,2071.68,0,0,351.47,1,0,0,12
1055757,1287526,16000,16000,2,11.71,353.58,2,8,5,2,52000,3,6,1,19.73,10,23,1,0,19842.30428,16000,3842.3,0,0,9265.58,1,0,0,11
1053910,1285730,34000,34000,1,17.58,1222.03,4,19,4,6,65000,3,6,1,16.87,7,27,1,0,40274.1,34000,6274.1,0,0,23197.95,1,0,0,17
1055977,1287546,16000,16000,2,13.49,368.08,3,11,3,6,51000,1,6,1,13.65,13,44,1,0,21579.78518,16000,5579.79,0,0,5767.17,1,0,0,13
1055982,1287551,11100,11100,1,15.27,386.26,3,14,6,6,45000,2,1,1,4.64,3,9,1,0,5091.02,3145.84,1475.96,0,469.22,386.26,1,0,0,15
1055921,1287497,21000,21000,2,13.49,483.1,3,11,4,2,60000,2,2,1,11.34,10,21,1,5402.78,23175.28,15597.21,7578.07,0,0,483.1,1,0,0,13
1055723,1287291,12000,12000,2,19.42,314.07,5,23,2,6,40000,2,1,1,6.15,4,7,1,0,13190.94,7120.04,6050.1,0,20.8,314.07,1,0,0,19
1055810,1287382,5000,5000,1,11.71,165.38,2,8,1,5,20000,3,6,1,11.4,6,6,1,0,5951.369931,5000,951.37,0,0,174.51,1,0,0,11
1055873,1287447,21000,21000,2,17.27,524.96,4,18,7,5,42000,3,1,1,15.8,5,10,1,0,17572.11,8278.98,7453.72,0,1839.41,524.96,1,0,0,17
1055657,1287221,10625,10625,1,11.71,351.44,2,8,1,6,25000,3,6,1,15.12,7,22,1,0,12646.78502,10625,2021.79,0,0,369.79,1,0,0,11
1055838,1287411,18500,18500,1,7.51,575.56,1,3,1,6,112000,3,1,1,9.02,10,26,1,0,5480.17,3749.41,845.93,28.75536418,856.08,1179.9,1,0,0,7
1052534,1284069,3600,3600,1,12.42,120.3,2,9,5,2,30000,2,6,1,16.44,13,21,1,0,4329.60519,3600,729.61,0,0,4.93,1,0,0,12
1055716,1287282,8500,8500,1,15.96,298.67,3,15,0,6,27050,2,1,1,10.25,7,10,1,0,3937.28,2218.92,1357.61,0,360.75,298,1,0,0,15
1055701,1287267,12000,12000,1,8.9,381.04,1,5,5,2,35000,1,6,1,10.35,7,19,1,0,13581.88465,12000,1581.88,0,0,3292.82,1,0,0,8
1055693,1287258,11700,11700,1,11.71,386.99,2,8,6,6,30000,2,6,1,22.48,5,30,1,0,13499.51,11700,1799.51,0,0,5774.87,1,0,0,11
1055843,1287416,15000,15000,1,14.27,514.64,3,12,2,6,70000,2,6,1,15.05,16,29,1,0,17450.36,15000,2450.36,0,0,9236.39,1,0,0,14
1055696,1287261,13000,13000,1,9.91,418.93,2,6,10,2,105000,2,6,1,14.96,9,33,1,0,14112.47,13000,1112.47,0,0,9513.3,1,0,0,9
1055834,1287408,9500,9500,1,12.69,318.68,2,10,5,2,52000,1,1,1,18.95,8,11,1,0,7889.73,5629.47,1679.21,15.90464036,565.15,318.68,1,0,0,12
1055653,1287217,20000,20000,2,16.77,494.59,4,17,2,6,108000,2,2,1,13.5,10,18,1,5437.74,23722.9,14562.26,9160.64,0,0,494.59,1,0,0,16
1055682,1287246,1800,1800,2,14.27,42.14,3,12,4,2,92496,1,2,1,20.9,14,40,1,131.44,2218.08,1668.56,549.52,0,0,42.14,1,0,0,14
1055641,1287204,20000,20000,1,13.49,678.61,3,11,6,2,47000,3,6,1,19.86,12,22,1,0,24419.59056,20000,4419.59,0,0,713.48,1,0,0,13
1055835,1235254,6000,6000,1,8.9,190.52,1,5,5,6,24000,2,6,1,11.55,4,9,1,0,6857.795581,6000,857.8,0,0,195.32,1,0,0,8
1055646,1287209,13000,13000,1,17.27,465.24,4,18,6,6,67000,3,6,1,20.61,19,23,1,0,16742.52288,13000,3742.52,0,0,479.92,1,0,0,17
1055612,1287174,14400,14400,1,6.62,442.14,1,2,4,6,50000,1,6,1,25.1,8,23,1,0,15913.67901,14400,1513.68,0,0,464.26,1,0,0,6
1055639,1287203,5000,5000,1,7.9,156.46,1,4,5,2,48996,2,6,1,28.07,14,42,1,0,5503.57,5000,503.57,0,0,2065.97,1,0,0,7
1055636,1287196,12000,12000,2,18.25,306.36,4,20,5,6,165000,2,1,1,6.27,5,19,1,0,9988.47,4459.15,4403.71,15.32,1110.29,628.04,1,0,0,18
1055350,1287314,25000,25000,1,11.71,826.9,2,8,10,6,70000,3,6,1,17.14,8,25,1,0,29760.12725,25000,4760.13,0,0,859.45,1,0,0,11
1055357,1287323,21650,21650,2,19.03,561.98,5,22,7,5,49000,3,6,1,17.19,7,14,1,0,29280.86,21650,7630.86,0,0,15255.99,1,0,0,19
1055587,1287147,19500,19500,2,16.77,482.22,4,17,10,2,85470,3,6,1,20.04,14,39,1,0,23903.44,19500,4403.44,0,0,15745.04,1,0,0,16
1055566,1287125,5000,5000,1,7.51,155.56,1,3,0,6,84855,3,1,1,14.14,13,18,1,0,3092.94,2492.53,456.55,0,143.86,155.56,1,0,0,7
1053384,1284971,5200,5200,1,14.65,179.37,3,13,10,6,32160,2,6,1,23.47,11,16,1,0,6455.908675,5200,1255.91,0,0,183.68,1,0,0,14
1036318,1266180,6000,6000,1,13.49,203.59,3,11,8,2,50000,1,6,1,23.86,22,58,1,0,6751.3,6000,751.3,0,0,4313.39,1,0,0,13
1055509,1287067,4000,4000,1,18.64,145.9,5,21,10,6,47000,2,1,1,12.94,3,7,1,0,2335.22,1387.62,797.88,0,149.72,291.71,1,0,0,18
1055527,1287086,15000,15000,1,12.69,503.18,2,10,4,6,62000,1,1,1,18.77,18,19,1,0,13126.6,9487.75,2888.57,0,750.28,101.05,1,0,0,12
1055502,1287057,8000,8000,1,11.71,264.61,2,8,2,6,115000,3,6,1,2.07,7,12,1,0,9522.089934,8000,1522.09,0,0,279.46,1,0,0,11
1055322,1286886,16500,16500,1,17.27,590.49,4,18,10,2,64000,3,1,1,7.97,9,13,1,0,17109.13,11018.19,4314.55,0,1776.39,590.49,1,0,0,17
1055535,1287094,11900,11900,2,12.42,267.25,2,9,4,6,96000,2,6,1,7.67,9,20,1,0,12385.52,11900,485.52,0,0,5052.78,1,0,0,12
1054695,1286548,20000,12900,2,13.49,296.77,3,11,0,2,100000,2,2,1,6.68,3,17,1,3320.62,14232.74,9579.38,4653.36,0,0,296.77,1,0,0,13
1055300,1286863,4000,4000,1,15.27,139.2,3,14,0,5,25000,1,1,1,12.62,5,9,1,0,1191.34,621.34,376,0,194,162.4,1,0,0,15
1055275,1286835,12000,12000,1,9.91,386.7,2,6,10,6,40100,3,6,1,24.27,12,24,1,0,13917.4666,12000,1917.47,0,0,404.29,1,0,0,9
1054743,1286600,10200,10200,1,6.03,310.45,1,1,10,2,75000,1,6,1,10.1,7,31,1,0,11016.24,10200,816.24,0,0,4500.02,1,0,0,6
1055212,1286768,12000,12000,1,11.71,396.92,2,8,6,6,95000,1,6,1,19.73,9,30,1,0,14115.67012,12000,2115.67,0,0,3819.93,1,0,0,11
1055468,1287021,3000,3000,1,11.71,99.23,2,8,3,6,55000,1,1,1,9.75,12,19,1,0,2232.2,1558.1,475.92,0,198.18,49.75,1,0,0,11
1055260,1286814,3500,3500,1,10.65,114.01,2,7,10,2,175000,3,1,1,16.49,18,54,1,0,566.2,335.85,119.67,0,110.68,114.01,1,0,0,10
1055240,1286796,11000,11000,1,6.62,337.75,1,2,10,6,37000,1,6,1,18.78,8,17,1,0,11966.66,11000,966.66,0,0,4890.7,1,0,0,6
1055239,1286795,17000,17000,1,12.42,568.06,2,9,6,5,60500,1,6,1,17.91,10,31,1,0,18432.33,17000,1432.33,0,0,13897.55,1,0,0,12
1055405,1286957,15000,15000,1,15.96,527.06,3,15,10,5,60000,3,6,1,19.52,11,19,1,0,18966.05174,15000,3966.05,0,0,549.63,1,0,0,15
1055231,1286787,12000,12000,1,7.51,373.33,1,3,7,6,52000,1,6,1,24.16,8,18,1,0,13437.12357,12000,1437.12,0,0,390.85,1,0,0,7
1055225,1286781,29100,29100,2,23.91,835.63,7,34,1,6,95000,2,6,1,16.41,4,22,1,0,40044.23,29100.01,10944.22,0,0,23356.73,1,0,0,23
1055222,1286778,5000,5000,1,14.65,172.48,3,13,0,2,48000,1,6,1,19.57,14,26,1,0,6207.724668,5000,1207.72,0,0,175.6,1,0,0,14
1055455,1268296,25850,25850,1,7.9,808.86,1,4,10,2,60000,2,6,1,8.86,15,61,1,0,29117.46284,25850,3267.46,0,0,815.94,1,0,0,7
1055426,1286980,16400,16400,1,15.96,576.26,3,15,6,5,140000,3,6,1,12.71,13,21,1,0,20734.26678,16400,4334.27,0,0,602.22,1,0,0,15
1055394,1286945,12000,12000,1,12.69,402.54,2,10,2,2,65000,2,6,1,14.97,10,12,1,0,14063.98,12000,2063.98,0,0,5634.31,1,0,0,12
1055195,1286750,9600,9600,1,15.96,337.32,3,15,9,2,47000,1,6,1,18.69,13,23,1,0,12138.15863,9600,2538.16,0,0,351.98,1,0,0,15
1055362,1286913,8000,8000,1,7.51,248.89,1,3,1,6,28000,2,6,1,19.46,6,15,1,0,8957.470518,8000,957.47,0,0,264.26,1,0,0,7
1054703,1286556,17500,17500,2,10.65,377.45,2,7,10,6,45256,2,1,1,22.01,19,44,1,0,11691.41,6726.93,3464.22,0,1500.26,25.48,1,0,0,10
1055392,1286943,16000,10475,2,19.91,277,5,24,1,6,70000,2,6,1,10.71,4,4,1,0,11160.18,10475,685.18,0,0,10330.14,1,0,0,19
1049553,1280954,35000,21675,2,19.91,573.18,5,24,7,2,165000,3,1,1,16.33,9,37,1,0,5156.46,2053.76,3102.7,0,0,573.18,1,0,0,19
1054237,1285870,4000,4000,1,7.9,125.17,1,4,5,6,70000,1,6,1,17.33,10,21,1,0,4443.31,4000,443.31,0,0,1566.18,1,0,0,7
1052179,1283726,1500,1500,1,14.27,51.47,3,12,1,6,90000,1,6,1,9.45,11,28,1,0,1850.761717,1500,350.76,0,0,57.11,1,0,0,14
1055372,1286922,14000,14000,2,8.9,289.94,1,5,1,6,46000,1,2,1,14.48,13,28,1,3337.4,13888.26,10662.59,3225.67,0,0,289.94,1,0,0,8
1055374,1286925,8000,8000,1,12.42,267.33,2,9,2,6,30000,2,6,1,13.28,12,15,1,0,9225.07,8000,1225.07,0,0,4421,1,0,0,12
1052618,1284176,8000,8000,1,10.65,260.59,2,7,5,6,38000,1,6,1,16.83,9,18,1,0,9380.007726,8000,1380.01,0,0,265.08,1,0,0,10
1055163,1286714,25000,16300,2,13.49,374.98,3,11,6,6,45000,3,6,1,3.65,3,5,1,0,19972,16300,3672,0,0,5174.95,1,0,0,13
1054796,1286436,4000,4000,1,8.9,127.02,1,5,10,2,50000,1,6,1,22.63,12,44,1,0,4384.6,4000,384.6,0,0,2482.61,1,0,0,8
